Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	tree_length
3816	-3807.913	-3954.335	146.4227	0.272517	0.119082	0.0259357	0.0452929	0.056487	0.0221598	0.00849915	0.050905	0.0681795	0.0373866	0.025527	0.0419111	0.0228045	0.0936289	0.0960926	0.0416179	0.115799	0.0739706	0.158497	0.0277288	0.11479	0.0677122	0.0637733	0.0197137	0.0265762	0.0649927	0.0660047	0.0770069	0.0244333	0.0340555	0.0690618	0.0277537	0.0449961	0.0783418	0.0443226	0.0174447	0.0814996	0.191381	0.046062	0.0177871	0.0115281	0.0112508	0.016173	0.0120262	0.0160337	0.0285439	0.0251217	0.0558386	0.145453	0.00778546	0.0201378	0.0758245	0.11615	0.290929	0.066891	0.00956983	0.0516059	0.0931652	0.0321429	0.0293392	0.0240491	0.293656	0.0495986	0.0718107	0.0679959	0.0161237	0.0908566	0.00403324	0.0227656	0.0599567	0.0532233	0.0254887	0.0176027	0.1066	0.0356723	0.00499063	0.0458845	0.102456	0.0495745	0.0400263	0.000599496	0.0332481	0.205415	0.0161862	0.00335323	0.0418994	0.141812	0.00724109	0.0222082	0.846423	1.0871	0.298034	0.554113	0.831778	1.20224	1.80469	3.35532	0.8753098	0.4415966	0.0509228	0.0222518	0.00484638	0.00846347	0.0105552	0.0041408	0.00158816	0.00951217	0.0127401	0.00698611	0.00476999	0.00783155	0.00426127	0.0174956	0.017956	0.00777677	0.0216383	0.0138222	0.029617	0.00518144	0.0214498	0.0126528	0.0119167	0.00368373	0.00496605	0.0121446	0.0123337	0.0143896	0.00456563	0.00636364	0.012905	0.00518609	0.00840802	0.014639	0.00828216	0.00325974	0.0152291	0.0357617	0.00860718	0.00332371	0.00215416	0.00210234	0.0030221	0.00224723	0.00299607	0.00533375	0.00469427	0.0104341	0.0271796	0.0014548	0.00376297	0.0141686	0.0217039	0.0543634	0.0124993	0.00178823	0.00964312	0.0174089	0.00600626	0.00548235	0.00449384	0.0548729	0.00926805	0.0134186	0.0127058	0.0030129	0.0169776	0.000753655	0.004254	0.0112036	0.00994537	0.00476284	0.00328926	0.0199194	0.00666577	0.000932555	0.00857402	0.019145	0.00926355	0.00747935	0.000112022	0.00621277	0.0383841	0.00302458	0.000626588	0.00782936	0.0264992	0.00135308	0.00414985	5.35157
3852	-3805.315	-3952.993	147.6781	0.217976	0.097434	0.0392304	0.0117657	0.0423148	0.0126556	0.0110962	0.0456206	0.044357	0.00800872	0.00678834	0.129074	0.0467413	0.0195271	0.101376	0.0714616	0.0645395	0.0610462	0.143864	0.03658	0.116109	0.10815	0.0223672	0.0285717	0.00162615	0.0349362	0.059522	0.0430189	0.04047	0.0151188	0.0313277	0.02827	0.0212582	0.0478507	0.0597119	0.0307262	0.075204	0.182135	0.0221476	0.0294076	0.0235036	0.0141553	0.0129672	0.00270177	0.0104289	0.00725041	0.0125612	0.0416909	0.326921	0.0610452	0.0318857	0.0424723	0.0964562	0.0399778	0.0102816	0.0266296	0.115681	0.0398059	0.115372	0.0391064	0.0452063	0.0578898	0.05482	0.0122773	0.162407	0.0796023	0.0229244	0.0281691	0.022297	0.0241454	0.0280797	0.00963362	0.0104047	0.00547199	0.00581889	0.0205398	0.242758	0.130746	0.0177675	0.023245	0.00306687	0.0302666	0.0454397	0.0223371	0.0200747	0.0368826	0.050557	0.0331698	0.0144146	0.900346	1.05652	0.249266	0.507869	0.809468	1.23538	1.96901	4.01177	1.004512	0.483326	0.0480049	0.021458	0.00863973	0.00259116	0.00931902	0.00278715	0.00244373	0.0100471	0.00976878	0.00176377	0.001495	0.0284261	0.0102939	0.00430046	0.0223262	0.015738	0.0142136	0.0134442	0.0316833	0.00805603	0.0255708	0.023818	0.00492594	0.00629236	0.000358128	0.00769402	0.0131086	0.00947407	0.00891274	0.00332963	0.00689931	0.00622593	0.00468171	0.0105382	0.0131504	0.00676686	0.0165622	0.0401116	0.00487759	0.00647646	0.00517622	0.00311743	0.00285578	0.000595012	0.00229675	0.00159676	0.00276636	0.00918162	0.071998	0.013444	0.00702221	0.00935371	0.0212426	0.00880434	0.00226432	0.00586467	0.0254766	0.00876647	0.0254086	0.00861243	0.00995582	0.0127491	0.012073	0.00270385	0.0357669	0.0175309	0.00504866	0.00620371	0.00491047	0.00531756	0.00618401	0.00212162	0.00229144	0.0012051	0.0012815	0.0045235	0.0534628	0.0287942	0.00391294	0.00511927	0.000675418	0.00666564	0.0100072	0.00491932	0.00442107	0.00812268	0.0111342	0.007305	0.00317454	4.540693
3888	-3812.714	-3959.265	146.551	0.23739	0.0803532	0.0241692	0.0684234	0.0777721	0.00199802	0.0221747	0.0231867	0.0450507	0.0361261	0.0206147	0.20041	0.0169366	0.0227046	0.108781	0.0943064	0.127217	0.0980056	0.142794	0.014774	0.0716381	0.160257	0.0473898	0.0170583	0.00385132	0.00741299	0.0646868	0.0521387	0.0669787	0.0526659	0.0558524	0.0383289	0.0515487	0.0351433	0.0498481	0.0438336	0.0786511	0.18395	0.0214112	0.0200124	0.0065096	0.0102366	0.031713	0.0209087	0.0147627	0.0213313	0.00960731	0.118625	0.178363	0.0395792	0.0850008	0.00540356	0.0898605	0.0615266	0.0105091	0.00640076	0.102393	0.0456339	0.179288	0.0402322	0.0596455	0.114411	0.0941993	0.0120721	0.143235	0.1464	0.035378	0.0107825	0.0361973	0.0305558	0.0116545	0.000706302	0.0403749	0.00288949	0.039988	0.0125789	0.317228	0.0475499	0.0122979	0.0501465	0.00837403	0.0111847	0.0708195	0.0322508	0.0495095	0.0399151	0.135574	0.0853923	0.00802759	0.7327	1.1516	0.267211	0.525382	0.818076	1.22238	1.90338	3.74237	0.9542468	0.3608548	0.0445965	0.0150953	0.00454047	0.0128541	0.0146104	0.000375351	0.00416578	0.00435588	0.0084633	0.0067867	0.00387272	0.0376493	0.00318174	0.00426532	0.0204358	0.0177165	0.0238992	0.0184115	0.0268256	0.00277547	0.013458	0.0301062	0.00890273	0.00320459	0.000723515	0.00139262	0.0121522	0.00979486	0.0125827	0.00989389	0.0104925	0.00720053	0.00968402	0.00660208	0.00936455	0.00823466	0.0147755	0.0345571	0.00402235	0.00375956	0.0012229	0.00192306	0.00595765	0.00392794	0.00277334	0.00400732	0.00180484	0.022285	0.0335076	0.00743541	0.0159684	0.00101512	0.0168813	0.0115585	0.00197425	0.00120246	0.0192358	0.00857286	0.0336813	0.00755808	0.0112051	0.0214934	0.0176964	0.00226788	0.0269083	0.0275029	0.00664616	0.00202561	0.00680009	0.00574026	0.00218943	0.000132687	0.00758488	0.000542823	0.00751221	0.00236309	0.059595	0.0089328	0.00231031	0.00942059	0.00157316	0.00210117	0.0133043	0.00605868	0.00930094	0.00749852	0.0254691	0.0160419	0.00150808	5.323069
3924	-3799.483	-3945.113	145.6296	0.251877	0.134927	0.0661131	0.0286035	0.0440541	0.0441589	0.0689309	0.0479023	0.0323729	0.055865	0.0293665	0.151951	0.032782	0.0222923	0.157942	0.114795	0.110629	0.177073	0.172997	0.0604858	0.120689	0.133606	0.0597424	0.0226677	0.0160505	0.0356911	0.0731869	0.048618	0.0749137	0.0566302	0.0563862	0.0128766	0.107063	0.0699846	0.0635641	0.0226034	0.0841551	0.118826	0.0230279	0.0124661	0.00885631	0.0274537	0.0503674	0.0233146	0.0127786	0.00871615	0.055974	0.0390418	0.0875894	0.00409731	0.018365	0.075095	0.0595374	0.355216	0.0613869	0.0577547	0.0297425	0.0448763	0.0158692	0.0103331	0.00459095	0.253111	0.0764694	0.0275852	0.0467714	0.0368183	0.139558	0.0293207	0.0147826	0.0160396	0.0115196	0.00989838	0.069803	0.0580818	0.0694463	0.0403215	0.0237614	0.090587	0.0669091	0.0645897	0.035989	0.0114853	0.211748	0.0223566	0.0217179	0.0366922	0.14299	0.0542373	0.0031246	0.947232	1.02993	0.33113	0.583314	0.845212	1.18313	1.71434	3.01996	0.7991674	0.5216248	0.0437702	0.023447	0.0114889	0.00497061	0.00765554	0.00767375	0.0119785	0.00832427	0.00562563	0.00970799	0.00510318	0.0264054	0.00569673	0.00387386	0.0274466	0.0199487	0.0192246	0.030771	0.0300626	0.010511	0.0209729	0.0232175	0.0103818	0.0039391	0.00278919	0.00620225	0.0127181	0.00844863	0.0130182	0.00984096	0.00979855	0.00223763	0.0186049	0.0121616	0.0110459	0.00392792	0.0146241	0.0206491	0.00400169	0.0021663	0.00153901	0.00477079	0.00875264	0.00405152	0.00222061	0.00151466	0.00972693	0.00678453	0.0152209	0.000712014	0.0031914	0.0130497	0.0103462	0.061728	0.0106676	0.0100364	0.00516853	0.00779843	0.00275768	0.00179565	0.000797797	0.0439846	0.0132885	0.00479364	0.00812774	0.00639813	0.0242518	0.00509523	0.00256886	0.0027873	0.00200183	0.0017201	0.0121301	0.0100932	0.0120681	0.0070069	0.00412916	0.0157418	0.0116272	0.0112241	0.00625402	0.00199587	0.0367968	0.00388504	0.00377405	0.00637623	0.0248482	0.00942513	0.00054298	5.754538
3960	-3798.723	-3944.947	146.2236	0.269246	0.0607286	0.0579449	0.00959196	0.0242867	0.0371789	0.0314834	0.0276803	0.0901762	0.0539301	0.0271739	0.100333	0.0597053	0.0427412	0.123435	0.068786	0.130114	0.0858915	0.185206	0.0178598	0.107967	0.162502	0.0565477	0.000660583	0.00360241	0.0685287	0.0759875	0.0591779	0.0924409	0.0241385	0.0755743	0.0172445	0.0840548	0.100722	0.0699918	0.00514687	0.0994064	0.174998	0.0449187	0.00895871	0.011426	0.0139914	0.0307462	0.0236399	0.00447252	0.0176853	0.0649504	0.021416	0.102245	0.0014603	0.0238705	0.0840381	0.0397926	0.279637	0.0997188	0.0117438	0.0460358	0.0959337	0.0216151	0.0119265	0.00791134	0.208335	0.232851	0.00335702	0.0581117	0.0407127	0.155197	0.0117869	0.0165278	0.0707531	0.000864687	0.0098432	0.0123006	0.0722565	0.00818041	0.00767636	0.0056076	0.0857828	0.0792177	0.0101448	0.0176832	0.000603048	0.221906	0.0136513	0.0119289	0.0346254	0.127905	0.0366526	0.0294874	0.805009	1.11059	0.25761	0.51609	0.813534	1.22921	1.93765	3.88183	0.9807036	0.4111074	0.049546	0.0111751	0.0106629	0.00176509	0.00446917	0.00684157	0.0057935	0.00509365	0.016594	0.00992408	0.00500047	0.018463	0.0109868	0.00786513	0.0227143	0.0126578	0.0239433	0.0158055	0.0340811	0.00328652	0.0198678	0.0299032	0.0104058	0.000121559	0.000662905	0.0126105	0.013983	0.0108898	0.0170107	0.00444191	0.013907	0.00317329	0.0154675	0.0185346	0.0128797	0.000947113	0.0182925	0.0322027	0.00826583	0.00164856	0.00210259	0.00257466	0.00565783	0.00435015	0.000823021	0.0032544	0.011952	0.00394091	0.0188148	0.000268721	0.00439259	0.0154645	0.00732254	0.0514581	0.01835	0.00216106	0.00847139	0.0176535	0.00397755	0.00219469	0.00145582	0.0383372	0.0428486	0.000617751	0.0106936	0.00749184	0.028559	0.002169	0.00304141	0.0130198	0.000159118	0.00181132	0.00226353	0.0132965	0.00150534	0.00141258	0.0010319	0.0157855	0.0145774	0.00186682	0.00325403	0.000110971	0.0408345	0.00251207	0.00219513	0.00637169	0.0235367	0.00674471	0.0054262	5.434267
3996	-3801.453	-3948.13	146.6773	0.18704	0.126054	0.0238743	0.00941746	0.0925855	0.0511873	0.00651116	0.00906612	0.0267876	0.0738152	0.0660068	0.101718	0.0145135	0.0217059	0.137709	0.0555988	0.101143	0.065032	0.129293	0.0504707	0.0523803	0.16983	0.0405905	0.00410038	0.00840337	0.0646004	0.054925	0.0544072	0.0621496	0.0230545	0.0654092	0.0375107	0.0985096	0.0741878	0.0718863	0.026887	0.133884	0.145938	0.0486429	0.00602096	0.00323653	0.0171454	0.0184099	0.003915	0.0106492	0.0366386	0.068885	0.0396581	0.0499969	0.00901984	0.0163823	0.0705513	0.011011	0.267416	0.0639972	0.00703557	0.0501293	0.0844074	0.0347159	0.0198445	0.000352422	0.183567	0.11881	0.117885	0.0687802	0.0217799	0.101318	0.0125264	0.00951914	0.0386991	0.00145396	0.0619354	0.0391356	0.0770209	0.0432079	0.0210122	0.00369143	0.0819952	0.0620536	0.00812294	0.0109983	0.00389848	0.211247	0.0146014	0.0179322	0.0765378	0.11753	0.0384042	0.0382073	0.920057	1.04534	0.245399	0.50401	0.807545	1.23832	1.98409	4.07499	1.015817	0.4991895	0.0368325	0.0248229	0.0047014	0.00185452	0.0182322	0.01008	0.0012822	0.00178533	0.00527511	0.014536	0.0129983	0.0200307	0.00285805	0.00427439	0.0271182	0.0109487	0.0199174	0.0128063	0.0254608	0.00993887	0.0103149	0.0334435	0.00799322	0.000807461	0.00165482	0.0127213	0.010816	0.0107141	0.0122387	0.00453998	0.0128806	0.00738673	0.0193988	0.0146093	0.0141561	0.00529469	0.0263649	0.0287387	0.00957892	0.00118567	0.000637348	0.00337632	0.00362534	0.000770956	0.00209707	0.00721499	0.0135651	0.0078096	0.00984555	0.00177622	0.00322606	0.0138932	0.00216832	0.0526606	0.0126025	0.00138547	0.00987164	0.0166218	0.00683638	0.00390785	6.94001e-05	0.0361486	0.0233966	0.0232144	0.0135444	0.00428898	0.019952	0.00246673	0.00187454	0.00762075	0.00028632	0.0121965	0.00770672	0.0151672	0.00850865	0.00413779	0.00072693	0.0161468	0.0122198	0.0015996	0.00216582	0.000767703	0.0415994	0.00287535	0.00353127	0.0150721	0.0231443	0.00756269	0.00752392	5.078116
4032	-3787.362	-3934.435	147.0725	0.289678	0.099357	0.0506535	0.03213	0.0472642	0.03255	0.00772802	0.00492847	0.0429109	0.0253443	0.0391308	0.114227	0.0255384	0.0482481	0.0657582	0.0509928	0.122193	0.075619	0.174457	0.0369342	0.0404895	0.108493	0.0401231	0.000233028	0.000714959	0.0322483	0.0692121	0.0419097	0.0362226	0.0113813	0.0536921	0.0306998	0.0816917	0.0362657	0.0497076	0.038542	0.0607923	0.176298	0.0245862	0.0138649	0.00409908	0.00679227	0.0164757	0.00250895	0.00782374	0.0126407	0.0211767	0.177449	0.332472	0.104485	0.0285344	0.0132859	0.0597561	0.0400414	0.014413	0.0251583	0.0289975	0.0299804	0.185601	0.0263703	0.101632	0.0247508	0.0503262	0.0116906	0.117806	0.153983	0.0194067	0.0268257	0.0275369	0.0318351	0.0242197	0.0371328	0.0102538	0.00314475	0.0549619	0.0195388	0.232046	0.0989913	0.0237232	0.0437196	0.0191989	0.055664	0.019017	0.0327358	0.0439037	0.0520504	0.0981391	0.0269878	0.0205713	0.839123	1.09124	0.266629	0.524824	0.817804	1.22279	1.9054	3.75053	0.9558218	0.4361268	0.0584893	0.0200613	0.0102275	0.00648742	0.00954318	0.00657222	0.00156038	0.000995115	0.0086642	0.00511731	0.00790097	0.0230638	0.0051565	0.00974185	0.0132773	0.010296	0.0246721	0.0152683	0.0352249	0.00745743	0.0081753	0.0219059	0.00810131	4.7051e-05	0.000144359	0.00651131	0.0139747	0.00846204	0.00731375	0.00229801	0.0108411	0.00619865	0.0164945	0.00732246	0.0100365	0.00778207	0.0122747	0.0355966	0.00496424	0.00279948	0.000827651	0.00137144	0.00332664	0.000506585	0.0015797	0.00255231	0.00427583	0.0358291	0.06713	0.0210966	0.00576143	0.00268257	0.0120654	0.00808482	0.00291015	0.00507976	0.00585493	0.00605339	0.0374749	0.00532447	0.0205207	0.00499746	0.0101614	0.00236046	0.0237863	0.0310909	0.00391843	0.00541642	0.00556002	0.00642787	0.00489023	0.00749755	0.00207036	0.000634961	0.0110974	0.00394511	0.0468528	0.0199875	0.00478999	0.0088275	0.00387649	0.0112392	0.00383976	0.00660973	0.00886467	0.0105096	0.0198154	0.00544914	0.00415359	4.952665
4068	-3802.814	-3949.865	147.0515	0.307809	0.109514	0.0298633	0.0470805	0.0581013	0.00500571	0.0177057	0.0009868	0.0578282	0.0406408	0.0125508	0.10158	0.0546948	0.0133071	0.112348	0.117412	0.132601	0.097502	0.162767	0.0560249	0.0496752	0.125852	0.0430615	0.00616267	0.00255917	0.0378994	0.0680672	0.0116249	0.0720396	0.0439153	0.0581981	0.0183373	0.0687686	0.0573461	0.0738426	0.0248387	0.0573567	0.155722	0.0289209	0.00210532	0.0164123	0.015105	0.0227466	0.0051512	0.0127008	0.0184445	0.0567172	0.0265476	0.0874918	0.0051853	0.089587	0.0963227	0.021686	0.261146	0.0327478	0.00293392	0.0766722	0.0807086	0.0184472	0.0175197	0.0309005	0.187694	0.124496	0.0641302	0.0219018	0.0231425	0.0515213	0.0119438	0.00136229	0.0277691	0.0348498	0.0455404	0.106051	0.0477772	0.0299221	0.0321245	0.0341412	0.0284602	0.0447517	0.0190144	0.03439	0.0274629	0.192456	0.0178952	0.0457936	0.0105895	0.119009	0.0250704	0.0122791	0.877105	1.0697	0.282032	0.539398	0.824823	1.21238	1.85392	3.5457	0.9152136	0.4650476	0.0620792	0.0220869	0.00602286	0.00949523	0.0117179	0.00100955	0.00357089	0.000199019	0.0116628	0.00819648	0.00253125	0.0204868	0.0110309	0.00268379	0.0226585	0.0236798	0.0267431	0.0196643	0.0328269	0.0112992	0.0100185	0.025382	0.00868467	0.00124289	0.000516136	0.00764358	0.0137278	0.00234452	0.014529	0.00885686	0.0117374	0.00369828	0.0138693	0.0115656	0.0148926	0.00500949	0.0115677	0.0314061	0.00583279	0.000424603	0.00331004	0.00304638	0.00458755	0.0010389	0.00256151	0.00371991	0.0114388	0.00535414	0.0176454	0.00104578	0.018068	0.0194264	0.00437365	0.0526681	0.00660459	0.000591715	0.0154633	0.0162774	0.00372045	0.00353339	0.00623203	0.0378543	0.0251084	0.0129338	0.00441718	0.00466739	0.0103909	0.00240884	0.000274748	0.00560049	0.00702854	0.00918462	0.0213885	0.00963574	0.0060347	0.00647889	0.00688563	0.00573988	0.00902556	0.00383484	0.0069358	0.00553874	0.0388147	0.00360911	0.00923569	0.0021357	0.0240018	0.00505621	0.00247645	4.958331
4104	-3816.769	-3965.209	148.4398	0.172085	0.101084	0.0118205	0.0118216	0.0556771	0.013104	0.00975326	0.00896668	0.0284665	0.0846709	0.0181553	0.0741599	0.0214351	0.0435141	0.0914417	0.0687686	0.100059	0.0680395	0.118351	0.061938	0.109436	0.0672257	0.0259989	0.000654466	0.00198506	0.0815485	0.0678071	0.03323	0.0184204	0.0394717	0.0581233	0.0108941	0.039989	0.0779388	0.0619168	0.0157027	0.0543037	0.133058	0.0203962	0.00352118	0.00913606	0.0245955	0.021869	0.0150378	0.0188513	0.0423276	0.0298281	0.00474399	0.0523085	0.00521093	0.0749822	0.0503352	0.0164007	0.247026	0.0737138	0.0170204	0.00535923	0.0203649	0.0195984	0.0169905	0.00650858	0.129361	0.0951845	0.126672	0.00970121	0.0405598	0.0846232	0.00102845	0.00949104	0.0430018	0.00587239	0.0248785	0.0254581	0.0979415	0.0172468	0.00922547	0.030908	0.0593483	0.022175	0.0566801	0.0108004	0.00466275	0.17063	0.0172917	0.0194976	0.0184853	0.106321	0.0347006	0.00416049	0.765593	1.13295	0.204652	0.461297	0.785539	1.27301	2.1678	4.88635	1.14711	0.3832632	0.0416364	0.0244574	0.00285999	0.00286026	0.0134712	0.00317053	0.00235982	0.00216951	0.00688753	0.0204863	0.00439272	0.0179431	0.00518626	0.0105283	0.0221245	0.0166387	0.0242095	0.0164623	0.0286352	0.014986	0.0264782	0.0162654	0.00629048	0.00015835	0.000480291	0.0197308	0.0164061	0.00804007	0.00445685	0.00955026	0.0140631	0.00263585	0.00967543	0.0188575	0.0149809	0.0037993	0.0131389	0.0321937	0.00493491	0.000851957	0.00221049	0.00595093	0.00529125	0.00363842	0.00456111	0.0102412	0.00721697	0.00114782	0.0126562	0.0012608	0.0181421	0.0121787	0.00396818	0.0597685	0.0178352	0.00411814	0.00129668	0.00492733	0.00474188	0.00411089	0.00157477	0.0312992	0.0230301	0.0306485	0.00234723	0.00981353	0.0204748	0.000248836	0.00229638	0.0104044	0.00142084	0.0060194	0.00615965	0.0236972	0.00417291	0.00223212	0.00747827	0.0143594	0.00536528	0.0137139	0.00261318	0.00112816	0.0412842	0.00418376	0.00471748	0.00447255	0.0257245	0.00839589	0.00100664	4.133048
4140	-3807.424	-3952.04	144.6153	0.257675	0.0910783	0.112107	0.0671033	0.0731376	0.030481	0.102218	0.0271424	0.0257431	0.0970551	0.0746146	0.144115	0.0455751	0.0729341	0.127812	0.0763922	0.101793	0.054984	0.268007	0.0155888	0.106196	0.141108	0.0598474	0.00141896	0.00660291	0.0463055	0.0904306	0.0892836	0.0455945	0.0093677	0.0760569	0.0578127	0.0434805	0.0282277	0.0692558	0.0252108	0.0467007	0.220244	0.035518	0.0265919	0.0189688	0.00721684	0.045505	0.0274588	0.0218838	0.0153461	0.000661727	0.130617	0.285924	0.0458124	0.0533986	0.0536973	0.122747	0.0133902	0.0775341	0.0389939	0.0166533	0.000227454	0.0339397	0.0640055	0.293822	0.0566933	0.169405	0.0208056	0.00682155	0.0369351	0.122018	0.0660324	0.0740173	0.0452464	0.0941821	0.0558313	0.171767	0.0501735	0.0209396	0.0430499	0.0495256	0.0679729	0.0288684	0.0737251	0.0311094	0.175561	0.0472026	0.139504	0.0469956	0.106069	0.0471035	0.042119	0.0711629	0.841503	1.08989	0.361558	0.608866	0.856594	1.16741	1.6424	2.76581	0.7356025	0.4379052	0.0401398	0.0141879	0.0174636	0.0104531	0.0113931	0.00474822	0.0159231	0.00422814	0.00401017	0.0151189	0.0116232	0.0224498	0.00709954	0.0113614	0.0199102	0.0119001	0.0158569	0.00856523	0.0417492	0.00242837	0.0165429	0.0219813	0.00932282	0.000221041	0.00102858	0.00721331	0.014087	0.0139083	0.00710255	0.00145927	0.0118479	0.00900586	0.00677324	0.00439721	0.0107884	0.00392725	0.00727488	0.0343088	0.00553286	0.00414239	0.0029549	0.00112421	0.00708862	0.00427744	0.00340898	0.00239057	0.000103082	0.020347	0.0445403	0.0071365	0.00831825	0.00836478	0.0191212	0.00208587	0.012078	0.00607433	0.00259419	3.54319e-05	0.005287	0.00997056	0.0457706	0.00883148	0.0263894	0.00324103	0.00106264	0.00575363	0.0190075	0.0102863	0.0115302	0.00704833	0.0146714	0.0086972	0.0267572	0.00781585	0.0032619	0.00670617	0.00771492	0.0105886	0.00449702	0.0114846	0.00484611	0.0273483	0.00735305	0.0217314	0.00732081	0.016523	0.00733761	0.00656116	0.0110855	6.419451
